year,state,month,number,date,area,rain,wind,temp
2002,Goias,jun,302,01/01/2002,,,,
2003,Goias,jun,321,01/01/2003,,,,
2004,Goias,jun,422,01/01/2004,,,,
2005,Goias,jun,189,01/01/2005,,,,
2006,Goias,jun,70,01/01/2006,,,,
2007,Goias,jun,186,01/01/2007,,,,
2008,Goias,jun,55,01/01/2008,,,,
2009,Goias,jun,179,01/01/2009,,,,
2010,Goias,jun,278,01/01/2010,,,,
2011,Goias,jun,314,01/01/2011,,,,
2012,Goias,jun,245,01/01/2012,,,,
2013,Goias,jun,192,01/01/2013,,,,
2014,Goias,jun,318,01/01/2014,,,,
2015,Goias,jun,277,01/01/2015,,,,
2016,Goias,jun,289,01/01/2016,,,,
2017,Goias,jun,442,01/01/2017,,,,
1998,Goias,jul,512,01/01/1998,,,,
1999,Goias,jul,311,01/01/1999,,,,
2000,Goias,jul,332,01/01/2000,,,,
2001,Goias,jul,371,01/01/2001,,,,
2002,Goias,jul,686,01/01/2002,,,,
2003,Goias,jul,322,01/01/2003,,,,
2004,Goias,jul,778,01/01/2004,,,,
2005,Goias,jul,363,01/01/2005,,,,
2006,Goias,jul,169,01/01/2006,,,,
2007,Goias,jul,399,01/01/2007,,,,
2008,Goias,jul,193,01/01/2008,,,,
2009,Goias,jul,470,01/01/2009,,,,
2010,Goias,jul,941,01/01/2010,,,,
2011,Goias,jul,607,01/01/2011,,,,
2012,Goias,jul,564,01/01/2012,,,,
2013,Goias,jul,350,01/01/2013,,,,
2014,Goias,jul,446,01/01/2014,,,,
2015,Goias,jul,347,01/01/2015,,,,
2016,Goias,jul,837,01/01/2016,,,,
2017,Goias,jul,577,01/01/2017,,,,
1998,Goias,aug,2.218,01/01/1998,,,,
1999,Goias,aug,1.198,01/01/1999,,,,
2000,Goias,aug,925,01/01/2000,,,,
2001,Goias,aug,787,01/01/2001,,,,
2002,Goias,aug,1.428,01/01/2002,,,,
2003,Goias,aug,902,01/01/2003,,,,
2004,Goias,aug,1.498,01/01/2004,,,,
2005,Goias,aug,639,01/01/2005,,,,
2006,Goias,aug,588,01/01/2006,,,,
2007,Goias,aug,2.382,01/01/2007,,,,
2008,Goias,aug,568,01/01/2008,,,,
2009,Goias,aug,647,01/01/2009,,,,
2010,Goias,aug,2.914,01/01/2010,,,,
2011,Goias,aug,1.613,01/01/2011,,,,
2012,Goias,aug,912,01/01/2012,,,,
2013,Goias,aug,488,01/01/2013,,,,
2014,Goias,aug,1.255,01/01/2014,,,,
2015,Goias,aug,943,01/01/2015,,,,
2016,Goias,aug,1.032,01/01/2016,,,,
2017,Goias,aug,1.492,01/01/2017,,,,
1998,Goias,sep,2.867,01/01/1998,,,,
1999,Goias,sep,1.898,01/01/1999,,,,
2000,Goias,sep,1.293,01/01/2000,,,,
2001,Goias,sep,1.863,01/01/2001,,,,
2002,Goias,sep,3.52,01/01/2002,,,,
2003,Goias,sep,1.662,01/01/2003,,,,
2004,Goias,sep,2.965,01/01/2004,,,,
2005,Goias,sep,1.341,01/01/2005,,,,
2006,Goias,sep,1.463,01/01/2006,,,,
2007,Goias,sep,3.745,01/01/2007,,,,
2008,Goias,sep,1.255,01/01/2008,,,,
2009,Goias,sep,685,01/01/2009,,,,
2010,Goias,sep,5.075,01/01/2010,,,,
2011,Goias,sep,2.259,01/01/2011,,,,
2012,Goias,sep,2.452,01/01/2012,,,,
2013,Goias,sep,684,01/01/2013,,,,
2014,Goias,sep,1.687,01/01/2014,,,,
2015,Goias,sep,2.296,01/01/2015,,,,
2016,Goias,sep,1.703,01/01/2016,,,,
2017,Goias,sep,3.238,01/01/2017,,,,
1998,Goias,oct,1.034,01/01/1998,,,,
1999,Goias,oct,743,01/01/1999,,,,
2000,Goias,oct,905,01/01/2000,,,,
2001,Goias,oct,479,01/01/2001,,,,
2002,Goias,oct,1.367,01/01/2002,,,,
2003,Goias,oct,1.183,01/01/2003,,,,
2004,Goias,oct,1.275,01/01/2004,,,,
2005,Goias,oct,1.717,01/01/2005,,,,
2006,Goias,oct,178,01/01/2006,,,,
2007,Goias,oct,1.195,01/01/2007,,,,
2008,Goias,oct,1.231,01/01/2008,,,,
2009,Goias,oct,367,01/01/2009,,,,
2010,Goias,oct,1.227,01/01/2010,,,,
2011,Goias,oct,476,01/01/2011,,,,
2012,Goias,oct,1.524,01/01/2012,,,,
2013,Goias,oct,606,01/01/2013,,,,
2014,Goias,oct,1.947,01/01/2014,,,,
2015,Goias,oct,1.807,01/01/2015,,,,
2016,Goias,oct,522,01/01/2016,,,,
2017,Goias,oct,2.401,01/01/2017,,,,
1998,Goias,nov,47,01/01/1998,,,,
1999,Goias,nov,110,01/01/1999,,,,
2000,Goias,nov,26,01/01/2000,,,,
2001,Goias,nov,15,01/01/2001,,,,
2002,Goias,nov,192,01/01/2002,,,,
2003,Goias,nov,168,01/01/2003,,,,
2004,Goias,nov,291,01/01/2004,,,,
2005,Goias,nov,144,01/01/2005,,,,
2006,Goias,nov,91,01/01/2006,,,,
2007,Goias,nov,79,01/01/2007,,,,
2008,Goias,nov,90,01/01/2008,,,,
2009,Goias,nov,89,01/01/2009,,,,
2010,Goias,nov,67,01/01/2010,,,,
2011,Goias,nov,59,01/01/2011,,,,
2012,Goias,nov,57,01/01/2012,,,,
2013,Goias,nov,183,01/01/2013,,,,
2014,Goias,nov,181,01/01/2014,,,,
2015,Goias,nov,547,01/01/2015,,,,
2016,Goias,nov,123,01/01/2016,,,,
2017,Goias,nov,117,01/01/2017,,,,
1998,Goias,dec,13,01/01/1998,,,,
1999,Goias,dec,20,01/01/1999,,,,
2000,Goias,dec,6,01/01/2000,,,,
2001,Goias,dec,18,01/01/2001,,,,
2002,Goias,dec,115,01/01/2002,,,,
2003,Goias,dec,129,01/01/2003,,,,
2004,Goias,dec,56,01/01/2004,,,,
2005,Goias,dec,5,01/01/2005,,,,
2006,Goias,dec,7,01/01/2006,,,,
2007,Goias,dec,16,01/01/2007,,,,
2008,Goias,dec,6,01/01/2008,,,,
2009,Goias,dec,39,01/01/2009,,,,
2010,Goias,dec,48,01/01/2010,,,,
2011,Goias,dec,39,01/01/2011,,,,
2012,Goias,dec,93,01/01/2012,,,,
2013,Goias,dec,86,01/01/2013,,,,
2014,Goias,dec,68,01/01/2014,,,,
2015,Goias,dec,179,01/01/2015,,,,
2016,Goias,dec,64,01/01/2016,,,,
1998,Maranhao,jan,0,01/01/1998,,,,
1999,Maranhao,jan,54,01/01/1999,,,,
2000,Maranhao,jan,19,01/01/2000,,,,
2001,Maranhao,jan,29,01/01/2001,,,,
2002,Maranhao,jan,48,01/01/2002,,,,
2003,Maranhao,jan,436,01/01/2003,,,,
2004,Maranhao,jan,241,01/01/2004,,,,
2005,Maranhao,jan,450,01/01/2005,,,,
2006,Maranhao,jan,221,01/01/2006,,,,
2007,Maranhao,jan,428,01/01/2007,,,,
2008,Maranhao,jan,121,01/01/2008,,,,
2009,Maranhao,jan,240,01/01/2009,,,,
2010,Maranhao,jan,319,01/01/2010,,,,
2011,Maranhao,jan,124,01/01/2011,,,,
2012,Maranhao,jan,326,01/01/2012,,,,
2013,Maranhao,jan,209,01/01/2013,,,,
2014,Maranhao,jan,195,01/01/2014,,,,
2015,Maranhao,jan,494,01/01/2015,,,,
2016,Maranhao,jan,412,01/01/2016,,,,
2017,Maranhao,jan,187,01/01/2017,,,,
1998,Maranhao,feb,0,01/01/1998,,,,
1999,Maranhao,feb,6,01/01/1999,,,,
2000,Maranhao,feb,11,01/01/2000,,,,
2001,Maranhao,feb,1,01/01/2001,,,,
2002,Maranhao,feb,116,01/01/2002,,,,
2003,Maranhao,feb,11,01/01/2003,,,,
2004,Maranhao,feb,22,01/01/2004,,,,
2005,Maranhao,feb,56,01/01/2005,,,,
2006,Maranhao,feb,22,01/01/2006,,,,
2007,Maranhao,feb,13,01/01/2007,,,,
2008,Maranhao,feb,45,01/01/2008,,,,
2009,Maranhao,feb,20,01/01/2009,,,,
2010,Maranhao,feb,93,01/01/2010,,,,
2011,Maranhao,feb,9,01/01/2011,,,,
2012,Maranhao,feb,46,01/01/2012,,,,
2013,Maranhao,feb,62,01/01/2013,,,,
2014,Maranhao,feb,29,01/01/2014,,,,
2015,Maranhao,feb,95,01/01/2015,,,,
2016,Maranhao,feb,318,01/01/2016,,,,
2017,Maranhao,feb,47,01/01/2017,,,,
1998,Maranhao,mar,0,01/01/1998,,,,
1999,Maranhao,mar,17,01/01/1999,,,,
2000,Maranhao,mar,6,01/01/2000,,,,
2001,Maranhao,mar,0,01/01/2001,,,,
2002,Maranhao,mar,16,01/01/2002,,,,
2003,Maranhao,mar,16,01/01/2003,,,,
2004,Maranhao,mar,18,01/01/2004,,,,
2005,Maranhao,mar,9,01/01/2005,,,,
2006,Maranhao,mar,14,01/01/2006,,,,
2007,Maranhao,mar,52,01/01/2007,,,,
2008,Maranhao,mar,4,01/01/2008,,,,
2009,Maranhao,mar,33,01/01/2009,,,,
2010,Maranhao,mar,82,01/01/2010,,,,
2011,Maranhao,mar,22,01/01/2011,,,,
2012,Maranhao,mar,49,01/01/2012,,,,
2013,Maranhao,mar,30,01/01/2013,,,,
2014,Maranhao,mar,59,01/01/2014,,,,
2015,Maranhao,mar,53,01/01/2015,,,,
2016,Maranhao,mar,113,01/01/2016,,,,
2017,Maranhao,mar,32,01/01/2017,,,,
1998,Maranhao,apr,0,01/01/1998,,,,
1999,Maranhao,apr,4,01/01/1999,,,,
2000,Maranhao,apr,6,01/01/2000,,,,
2001,Maranhao,apr,2,01/01/2001,,,,
2002,Maranhao,apr,28,01/01/2002,,,,
2003,Maranhao,apr,79,01/01/2003,,,,
2004,Maranhao,apr,44,01/01/2004,,,,
2005,Maranhao,apr,43,01/01/2005,,,,
2006,Maranhao,apr,9,01/01/2006,,,,
2007,Maranhao,apr,5,01/01/2007,,,,
2008,Maranhao,apr,26,01/01/2008,,,,
2009,Maranhao,apr,14,01/01/2009,,,,
2010,Maranhao,apr,128,01/01/2010,,,,
2011,Maranhao,apr,37,01/01/2011,,,,
2012,Maranhao,apr,97,01/01/2012,,,,
2013,Maranhao,apr,62,01/01/2013,,,,
2014,Maranhao,apr,78,01/01/2014,,,,
2015,Maranhao,apr,119,01/01/2015,,,,
2016,Maranhao,apr,113,01/01/2016,,,,
2017,Maranhao,apr,91,01/01/2017,,,,
1998,Maranhao,may,0,01/01/1998,,,,
1999,Maranhao,may,3,01/01/1999,,,,
2000,Maranhao,may,28,01/01/2000,,,,
2001,Maranhao,may,21,01/01/2001,,,,
2002,Maranhao,may,71,01/01/2002,,,,
2003,Maranhao,may,60,01/01/2003,,,,
2004,Maranhao,may,145,01/01/2004,,,,
2005,Maranhao,may,74,01/01/2005,,,,
2006,Maranhao,may,5,01/01/2006,,,,
2007,Maranhao,may,73,01/01/2007,,,,
2008,Maranhao,may,26,01/01/2008,,,,
2009,Maranhao,may,19,01/01/2009,,,,
2010,Maranhao,may,273,01/01/2010,,,,
2011,Maranhao,may,73,01/01/2011,,,,
2012,Maranhao,may,286,01/01/2012,,,,
2013,Maranhao,may,100,01/01/2013,,,,
2014,Maranhao,may,148,01/01/2014,,,,
2015,Maranhao,may,194,01/01/2015,,,,
2016,Maranhao,may,206,01/01/2016,,,,
2017,Maranhao,may,142,01/01/2017,,,,
1998,Maranhao,jun,78,01/01/1998,,,,
1999,Maranhao,jun,32,01/01/1999,,,,
2000,Maranhao,jun,94,01/01/2000,,,,
2001,Maranhao,jun,100,01/01/2001,,,,
2002,Maranhao,jun,230,01/01/2002,,,,
2003,Maranhao,jun,338,01/01/2003,,,,
2004,Maranhao,jun,706,01/01/2004,,,,
2005,Maranhao,jun,529,01/01/2005,,,,
2006,Maranhao,jun,131,01/01/2006,,,,
2007,Maranhao,jun,515,01/01/2007,,,,
2008,Maranhao,jun,235,01/01/2008,,,,
2009,Maranhao,jun,279,01/01/2009,,,,
2010,Maranhao,jun,494,01/01/2010,,,,
2011,Maranhao,jun,602,01/01/2011,,,,
2012,Maranhao,jun,915,01/01/2012,,,,
2013,Maranhao,jun,498,01/01/2013,,,,
2014,Maranhao,jun,812,01/01/2014,,,,
2015,Maranhao,jun,887,01/01/2015,,,,
2016,Maranhao,jun,709,01/01/2016,,,,
2017,Maranhao,jun,885,01/01/2017,,,,
1998,Maranhao,jul,274,01/01/1998,,,,
1999,Maranhao,jul,258,01/01/1999,,,,
2000,Maranhao,jul,233,01/01/2000,,,,
2001,Maranhao,jul,549,01/01/2001,,,,
2002,Maranhao,jul,1.271,01/01/2002,,,,
2003,Maranhao,jul,1.103,01/01/2003,,,,
2004,Maranhao,jul,1.366,01/01/2004,,,,
2005,Maranhao,jul,1.152,01/01/2005,,,,
2006,Maranhao,jul,512,01/01/2006,,,,
2007,Maranhao,jul,1.205,01/01/2007,,,,
2008,Maranhao,jul,502,01/01/2008,,,,
2009,Maranhao,jul,972,01/01/2009,,,,
2010,Maranhao,jul,2.323,01/01/2010,,,,
2011,Maranhao,jul,1.024,01/01/2011,,,,
2012,Maranhao,jul,3.548,01/01/2012,,,,
2013,Maranhao,jul,1.111,01/01/2013,,,,
2014,Maranhao,jul,2.068,01/01/2014,,,,
2015,Maranhao,jul,1.642,01/01/2015,,,,
2016,Maranhao,jul,2.096,01/01/2016,,,,
2017,Maranhao,jul,2.521,01/01/2017,,,,
1998,Maranhao,aug,1.176,01/01/1998,,,,
1999,Maranhao,aug,895,01/01/1999,,,,
2000,Maranhao,aug,839,01/01/2000,,,,
2001,Maranhao,aug,2.037,01/01/2001,,,,
2002,Maranhao,aug,3.481,01/01/2002,,,,
2003,Maranhao,aug,2.023,01/01/2003,,,,
2004,Maranhao,aug,1.889,01/01/2004,,,,
2005,Maranhao,aug,2.239,01/01/2005,,,,
2006,Maranhao,aug,1.382,01/01/2006,,,,
2007,Maranhao,aug,8.409,01/01/2007,,,,
2008,Maranhao,aug,713,01/01/2008,,,,
2009,Maranhao,aug,1.766,01/01/2009,,,,
2010,Maranhao,aug,6.353,01/01/2010,,,,
2011,Maranhao,aug,2.138,01/01/2011,,,,
2012,Maranhao,aug,10.395,01/01/2012,,,,
2013,Maranhao,aug,2.098,01/01/2013,,,,
2014,Maranhao,aug,5.592,01/01/2014,,,,
2015,Maranhao,aug,5.428,01/01/2015,,,,
2016,Maranhao,aug,3.723,01/01/2016,,,,
2017,Maranhao,aug,3.875,01/01/2017,,,,
1998,Maranhao,sep,3.935,01/01/1998,,,,
1999,Maranhao,sep,1.739,01/01/1999,,,,
2000,Maranhao,sep,1.365,01/01/2000,,,,
2001,Maranhao,sep,4.618,01/01/2001,,,,
2002,Maranhao,sep,3.181,01/01/2002,,,,
2003,Maranhao,sep,5.878,01/01/2003,,,,
2004,Maranhao,sep,4.673,01/01/2004,,,,
2005,Maranhao,sep,6.292,01/01/2005,,,,
2006,Maranhao,sep,2.907,01/01/2006,,,,
2007,Maranhao,sep,8.524,01/01/2007,,,,
2008,Maranhao,sep,2.761,01/01/2008,,,,
2009,Maranhao,sep,2.404,01/01/2009,,,,
2010,Maranhao,sep,9.795,01/01/2010,,,,
2011,Maranhao,sep,4.632,01/01/2011,,,,
2012,Maranhao,sep,7.626,01/01/2012,,,,
2013,Maranhao,sep,3.88,01/01/2013,,,,
2014,Maranhao,sep,4.373,01/01/2014,,,,
2015,Maranhao,sep,6.423,01/01/2015,,,,
2016,Maranhao,sep,3.166,01/01/2016,,,,
2017,Maranhao,sep,14.825,01/01/2017,,,,
1998,Maranhao,oct,5.137,01/01/1998,,,,
1999,Maranhao,oct,3.208,01/01/1999,,,,
2000,Maranhao,oct,2.654,01/01/2000,,,,
2001,Maranhao,oct,6.661,01/01/2001,,,,
2002,Maranhao,oct,5.182,01/01/2002,,,,
2003,Maranhao,oct,6.085,01/01/2003,,,,
2004,Maranhao,oct,3.604,01/01/2004,,,,
2005,Maranhao,oct,6.472,01/01/2005,,,,
2006,Maranhao,oct,3.024,01/01/2006,,,,
2007,Maranhao,oct,4.772,01/01/2007,,,,
2008,Maranhao,oct,3.498,01/01/2008,,,,
2009,Maranhao,oct,1.861,01/01/2009,,,,
2010,Maranhao,oct,3.228,01/01/2010,,,,
2011,Maranhao,oct,2.404,01/01/2011,,,,
2012,Maranhao,oct,5,01/01/2012,,,,
2013,Maranhao,oct,2.918,01/01/2013,,,,
2014,Maranhao,oct,5.812,01/01/2014,,,,
2015,Maranhao,oct,6.746,01/01/2015,,,,
2016,Maranhao,oct,5.351,01/01/2016,,,,
2017,Maranhao,oct,6.011,01/01/2017,,,,
1998,Maranhao,nov,2.237,01/01/1998,,,,
1999,Maranhao,nov,1.494,01/01/1999,,,,
2000,Maranhao,nov,2.267,01/01/2000,,,,
2001,Maranhao,nov,3.525,01/01/2001,,,,
2002,Maranhao,nov,5.83,01/01/2002,,,,
2003,Maranhao,nov,4.929,01/01/2003,,,,
2004,Maranhao,nov,6.398,01/01/2004,,,,
2005,Maranhao,nov,4.769,01/01/2005,,,,
2006,Maranhao,nov,2.004,01/01/2006,,,,
2007,Maranhao,nov,2.297,01/01/2007,,,,
2008,Maranhao,nov,2.331,01/01/2008,,,,
2009,Maranhao,nov,5,01/01/2009,,,,
2010,Maranhao,nov,4.005,01/01/2010,,,,
2011,Maranhao,nov,2.261,01/01/2011,,,,
2012,Maranhao,nov,2.01,01/01/2012,,,,
2013,Maranhao,nov,2.529,01/01/2013,,,,
2014,Maranhao,nov,3.869,01/01/2014,,,,
2015,Maranhao,nov,4.35,01/01/2015,,,,
2016,Maranhao,nov,3.982,01/01/2016,,,,
2017,Maranhao,nov,2.3,01/01/2017,,,,
1998,Maranhao,dec,1.399,01/01/1998,,,,
1999,Maranhao,dec,1.001,01/01/1999,,,,
2000,Maranhao,dec,1.461,01/01/2000,,,,
2001,Maranhao,dec,1.296,01/01/2001,,,,
2002,Maranhao,dec,2.165,01/01/2002,,,,
2003,Maranhao,dec,2.424,01/01/2003,,,,
2004,Maranhao,dec,3.255,01/01/2004,,,,
2005,Maranhao,dec,1.66,01/01/2005,,,,
2006,Maranhao,dec,1.052,01/01/2006,,,,
2007,Maranhao,dec,800,01/01/2007,,,,
2008,Maranhao,dec,1.101,01/01/2008,,,,
2009,Maranhao,dec,1.768,01/01/2009,,,,
2010,Maranhao,dec,1.803,01/01/2010,,,,
2011,Maranhao,dec,1.629,01/01/2011,,,,
2012,Maranhao,dec,1.296,01/01/2012,,,,
2013,Maranhao,dec,2.692,01/01/2013,,,,
2014,Maranhao,dec,2.4,01/01/2014,,,,
2015,Maranhao,dec,3.706,01/01/2015,,,,
2016,Maranhao,dec,1.577,01/01/2016,,,,
1998,Mato Grosso,jan,0,01/01/1998,,,,
1999,Mato Grosso,jan,39,01/01/1999,,,,
2000,Mato Grosso,jan,44,01/01/2000,,,,
2001,Mato Grosso,jan,44,01/01/2001,,,,
2002,Mato Grosso,jan,172,01/01/2002,,,,
2003,Mato Grosso,jan,896,01/01/2003,,,,
2004,Mato Grosso,jan,301,01/01/2004,,,,
2005,Mato Grosso,jan,438,01/01/2005,,,,
2006,Mato Grosso,jan,947,01/01/2006,,,,
2007,Mato Grosso,jan,476,01/01/2007,,,,
2008,Mato Grosso,jan,245,01/01/2008,,,,
2009,Mato Grosso,jan,527,01/01/2009,,,,
2010,Mato Grosso,jan,298,01/01/2010,,,,
2011,Mato Grosso,jan,171,01/01/2011,,,,
2012,Mato Grosso,jan,166,01/01/2012,,,,
2013,Mato Grosso,jan,269,01/01/2013,,,,
2014,Mato Grosso,jan,315,01/01/2014,,,,
2015,Mato Grosso,jan,960,01/01/2015,,,,
2016,Mato Grosso,jan,374,01/01/2016,,,,
2017,Mato Grosso,jan,482,01/01/2017,,,,
1998,Mato Grosso,feb,0,01/01/1998,,,,
1999,Mato Grosso,feb,28,01/01/1999,,,,
2000,Mato Grosso,feb,35,01/01/2000,,,,
2001,Mato Grosso,feb,54,01/01/2001,,,,
2002,Mato Grosso,feb,22,01/01/2002,,,,
2003,Mato Grosso,feb,592,01/01/2003,,,,
2004,Mato Grosso,feb,272,01/01/2004,,,,
2005,Mato Grosso,feb,871,01/01/2005,,,,
2006,Mato Grosso,feb,383,01/01/2006,,,,
2007,Mato Grosso,feb,213,01/01/2007,,,,
2008,Mato Grosso,feb,180,01/01/2008,,,,
2009,Mato Grosso,feb,248,01/01/2009,,,,
2010,Mato Grosso,feb,431,01/01/2010,,,,
2011,Mato Grosso,feb,119,01/01/2011,,,,
2012,Mato Grosso,feb,193,01/01/2012,,,,
2013,Mato Grosso,feb,375,01/01/2013,,,,
2014,Mato Grosso,feb,199,01/01/2014,,,,
2015,Mato Grosso,feb,542,01/01/2015,,,,
2016,Mato Grosso,feb,1.05,01/01/2016,,,,
2017,Mato Grosso,feb,337,01/01/2017,,,,
1998,Mato Grosso,mar,0,01/01/1998,,,,
1999,Mato Grosso,mar,18,01/01/1999,,,,
2000,Mato Grosso,mar,60,01/01/2000,,,,
2001,Mato Grosso,mar,24,01/01/2001,,,,
2002,Mato Grosso,mar,103,01/01/2002,,,,
2003,Mato Grosso,mar,554,01/01/2003,,,,
2004,Mato Grosso,mar,743,01/01/2004,,,,
2005,Mato Grosso,mar,362,01/01/2005,,,,
2006,Mato Grosso,mar,448,01/01/2006,,,,
2007,Mato Grosso,mar,476,01/01/2007,,,,
2008,Mato Grosso,mar,180,01/01/2008,,,,
2009,Mato Grosso,mar,325,01/01/2009,,,,
2010,Mato Grosso,mar,605,01/01/2010,,,,
2011,Mato Grosso,mar,252,01/01/2011,,,,
2012,Mato Grosso,mar,423,01/01/2012,,,,
2013,Mato Grosso,mar,563,01/01/2013,,,,
2014,Mato Grosso,mar,655,01/01/2014,,,,
2015,Mato Grosso,mar,705,01/01/2015,,,,
2016,Mato Grosso,mar,1.085,01/01/2016,,,,
2017,Mato Grosso,mar,719,01/01/2017,,,,
1998,Mato Grosso,apr,0,01/01/1998,,,,
1999,Mato Grosso,apr,76,01/01/1999,,,,
2000,Mato Grosso,apr,59,01/01/2000,,,,
2001,Mato Grosso,apr,309,01/01/2001,,,,
2002,Mato Grosso,apr,641,01/01/2002,,,,
2003,Mato Grosso,apr,903,01/01/2003,,,,
2004,Mato Grosso,apr,441,01/01/2004,,,,
2005,Mato Grosso,apr,372,01/01/2005,,,,
2006,Mato Grosso,apr,161,01/01/2006,,,,
2007,Mato Grosso,apr,79,01/01/2007,,,,
2008,Mato Grosso,apr,274,01/01/2008,,,,
2009,Mato Grosso,apr,169,01/01/2009,,,,
2010,Mato Grosso,apr,769,01/01/2010,,,,
2011,Mato Grosso,apr,345,01/01/2011,,,,
2012,Mato Grosso,apr,521,01/01/2012,,,,
2013,Mato Grosso,apr,338,01/01/2013,,,,
2014,Mato Grosso,apr,859,01/01/2014,,,,
2015,Mato Grosso,apr,947,01/01/2015,,,,
2016,Mato Grosso,apr,1.77,01/01/2016,,,,
2017,Mato Grosso,apr,606,01/01/2017,,,,
1998,Mato Grosso,may,0,01/01/1998,,,,
1999,Mato Grosso,may,731,01/01/1999,,,,
2000,Mato Grosso,may,1.194,01/01/2000,,,,
2001,Mato Grosso,may,1.193,01/01/2001,,,,
2002,Mato Grosso,may,2.528,01/01/2002,,,,
2003,Mato Grosso,may,942,01/01/2003,,,,
2004,Mato Grosso,may,2.413,01/01/2004,,,,
2005,Mato Grosso,may,1.641,01/01/2005,,,,
2006,Mato Grosso,may,269,01/01/2006,,,,
2007,Mato Grosso,may,359,01/01/2007,,,,
2008,Mato Grosso,may,119,01/01/2008,,,,
2009,Mato Grosso,may,516,01/01/2009,,,,
2010,Mato Grosso,may,1.313,01/01/2010,,,,
2011,Mato Grosso,may,547,01/01/2011,,,,
2012,Mato Grosso,may,812,01/01/2012,,,,
2013,Mato Grosso,may,739,01/01/2013,,,,
2014,Mato Grosso,may,933,01/01/2014,,,,
2015,Mato Grosso,may,541,01/01/2015,,,,
2016,Mato Grosso,may,1.081,01/01/2016,,,,
2017,Mato Grosso,may,845,01/01/2017,,,,
1998,Mato Grosso,jun,2.201,01/01/1998,,,,
1999,Mato Grosso,jun,2.201,01/01/1999,,,,
2000,Mato Grosso,jun,4.358,01/01/2000,,,,
2001,Mato Grosso,jun,6.665,01/01/2001,,,,
2002,Mato Grosso,jun,7.878,01/01/2002,,,,
2003,Mato Grosso,jun,4.313,01/01/2003,,,,
2004,Mato Grosso,jun,9.813,01/01/2004,,,,
2005,Mato Grosso,jun,2.294,01/01/2005,,,,
2006,Mato Grosso,jun,856,01/01/2006,,,,
2007,Mato Grosso,jun,1.339,01/01/2007,,,,
2008,Mato Grosso,jun,403,01/01/2008,,,,
2009,Mato Grosso,jun,979,01/01/2009,,,,
2010,Mato Grosso,jun,1.025,01/01/2010,,,,
2011,Mato Grosso,jun,974,01/01/2011,,,,
2012,Mato Grosso,jun,1.651,01/01/2012,,,,
2013,Mato Grosso,jun,1.213,01/01/2013,,,,
2014,Mato Grosso,jun,1.795,01/01/2014,,,,
2015,Mato Grosso,jun,1.402,01/01/2015,,,,
2016,Mato Grosso,jun,1.417,01/01/2016,,,,
2017,Mato Grosso,jun,2.041,01/01/2017,,,,
1998,Mato Grosso,jul,3.712,01/01/1998,,,,
1999,Mato Grosso,jul,3.926,01/01/1999,,,,
2000,Mato Grosso,jul,1.338,01/01/2000,,,,
2001,Mato Grosso,jul,1.555,01/01/2001,,,,
2002,Mato Grosso,jul,5.661,01/01/2002,,,,
2003,Mato Grosso,jul,5.435,01/01/2003,,,,
2004,Mato Grosso,jul,11.517,01/01/2004,,,,
2005,Mato Grosso,jul,4.172,01/01/2005,,,,
2006,Mato Grosso,jul,1.941,01/01/2006,,,,
2007,Mato Grosso,jul,1.79,01/01/2007,,,,
2008,Mato Grosso,jul,1.117,01/01/2008,,,,
2009,Mato Grosso,jul,1.613,01/01/2009,,,,
2010,Mato Grosso,jul,3.442,01/01/2010,,,,
2011,Mato Grosso,jul,1.061,01/01/2011,,,,
2012,Mato Grosso,jul,2.008,01/01/2012,,,,
2013,Mato Grosso,jul,1.63,01/01/2013,,,,
2014,Mato Grosso,jul,2.255,01/01/2014,,,,
2015,Mato Grosso,jul,1.533,01/01/2015,,,,
2016,Mato Grosso,jul,3.495,01/01/2016,,,,
2017,Mato Grosso,jul,2.79,01/01/2017,,,,
1998,Mato Grosso,aug,15.406,01/01/1998,,,,
1999,Mato Grosso,aug,18.566,01/01/1999,,,,
2000,Mato Grosso,aug,6.063,01/01/2000,,,,
2001,Mato Grosso,aug,7.762,01/01/2001,,,,
2002,Mato Grosso,aug,14.086,01/01/2002,,,,
2003,Mato Grosso,aug,11.132,01/01/2003,,,,
2004,Mato Grosso,aug,13.603,01/01/2004,,,,
2005,Mato Grosso,aug,11.57,01/01/2005,,,,
2006,Mato Grosso,aug,6.218,01/01/2006,,,,
2007,Mato Grosso,aug,14.453,01/01/2007,,,,
2008,Mato Grosso,aug,2.875,01/01/2008,,,,
2009,Mato Grosso,aug,2.25,01/01/2009,,,,
2010,Mato Grosso,aug,14.608,01/01/2010,,,,
2011,Mato Grosso,aug,2.628,01/01/2011,,,,
2012,Mato Grosso,aug,6.195,01/01/2012,,,,
2013,Mato Grosso,aug,3.568,01/01/2013,,,,
2014,Mato Grosso,aug,7.167,01/01/2014,,,,
2015,Mato Grosso,aug,5.112,01/01/2015,,,,
2016,Mato Grosso,aug,6.228,01/01/2016,,,,
2017,Mato Grosso,aug,6.229,01/01/2017,,,,
1998,Mato Grosso,sep,10.363,01/01/1998,,,,
1999,Mato Grosso,sep,11.729,01/01/1999,,,,
2000,Mato Grosso,sep,6.251,01/01/2000,,,,
2001,Mato Grosso,sep,8.49,01/01/2001,,,,
2002,Mato Grosso,sep,11.034,01/01/2002,,,,
2003,Mato Grosso,sep,15.79,01/01/2003,,,,
